YNL316C	YOL082W
YBL072C	YPR152C
YFL023W	YHR135C
YGR258C	YPL248C
YNL255C	YOR265W
YJL041W	YOR098C
YJL138C	YLR380W
YBR273C	YLL039C
YFR004W	YHR128W
YER089C	YFR004W
YNL124W	YPL079W
YKL145W	YOL117W
YFL005W	YOL018C
YER012W	YGR232W
YFR033C	YNL255C
YER013W	YLR117C
YBL003C	YOL006C
YGL180W	YMR049C
YDL111C	YOL021C
YJR066W	YNL243W
YBL072C	YDL014W
YGR252W	YHR008C
YBR196C	YLR088W
YDR342C	YMR049C
YDR100W	YML110C
YBL002W	YOL054W
YDR028C	YOR267C
YGL211W	YOR251C
YJL057C	YML121W
YIR010W	YLR044C
YGL198W	YNL263C
YIL130W	YLR116W
YLR457C	YNL255C
YJR002W	YNL075W
YBL002W	YDR496C
YKL058W	YOR093C
YKL116C	YOL125W
YKR081C	YOL127W
YDL209C	YNL307C
Q0085	YML081C-A
YBL003C	YJR144W
YFR004W	YGR173W
YLR429W	YPR093C
YBL008W	YJR140C
YDL207W	YPR080W
YBL003C	YLR186W
YBL104C	YPL240C
YBR119W	YLR298C
YDL063C	YLL039C
YKR088C	YOL018C
YAL005C	YGL181W
YFL023W	YNR031C
YPR052C	YPR056W
YJR145C	YOL120C
YGL116W	YPR119W
YDR471W	YMR086W
YJR123W	YOR063W
YDR091C	YMR146C
YMR106C	YOR142W
YLL011W	YPR137W
YBL011W	YNL307C
YHR069C	YOL142W
YKR048C	YNL209W
YHR094C	YLR332W
YFR004W	YHR216W
YDR247W	YPR115W
YGL058W	YML101C
YDR092W	YGL087C
YCR073W-A	YGL059W
YDR171W	YOR181W
YDL209C	YLR117C
YFR001W	YOR063W
YAL053W	YER145C
YDL014W	YDR117C
YAL005C	YDR188W
YBL003C	YMR223W
YER036C	YNL255C
YDL030W	YHR165C
YER148W	YKR048C
YER148W	YMR205C
YIR010W	YOR004W
YDR207C	YPL181W
YGR085C	YJR123W
YDR368W	YFR004W
YHR023W	YOR326W
YJL178C	YNL255C
YDR439W	YGL180W
YAR002W	YBR194W
YGL127C	YOR128C
YGR089W	YHL010C
YBL003C	YGL227W
YGL180W	YOR340C
YDL088C	YJL041W
YMR125W	YPL151C
YBR194W	YGR186W
YGR136W	YPR081C
YFR031C-A	YKL180W
YDL209C	YDR364C
YJL107C	YOR265W
YBR112C	YGR252W
YLR310C	YPL100W
YGL116W	YIL142W
YBR207W	YNL255C
YGL014W	YOL127W
YHR135C	YMR229C
YJR135C	YOL054W
YBL076C	YPL235W
YMR292W	YPL246C
YFR049W	YOR047C
YLR203C	YLR429W
YDL031W	YHR197W
YDR177W	YER012W
YBR078W	YOL133W
YDR419W	YPR160W
YNL027W	YNL307C
YDR392W	YGL112C
YJR139C	YMR186W
YNL095C	YPR198W
YGR130C	YOR273C
YGL070C	YPR093C
YMR263W	YPL240C
YFR004W	YLR058C
YDL006W	YPL141C
YCR091W	YMR216C
YBR020W	YML051W
YAR007C	YMR224C
YGL181W	YPL049C
YDL060W	YIL095W
YER172C	YMR213W
YGL147C	YOL127W
YDR174W	YMR123W
YEL034W	YKL047W
YER165W	YOR117W
YBR274W	YOL012C
YDR430C	YFL018C
YLR148W	YPL045W
YDR142C	YJL014W
YFR014C	YMR087W
YCR084C	YDR308C
YHR118C	YOR294W
YER022W	YMR112C
YBR274W	YDR516C
YFL034W	YPL110C
YLR438C-A	YPR080W
YFR014C	YKL042W
YJL222W	YKL065C
YFL036W	YLR439W
YJR145C	YPR041W
YLR131C	YPR086W
YDR009W	YOL133W
YDR471W	YLL039C
YBR200W	YDR379W
YDR168W	YGL201C
YML010W	YPL228W
YDR174W	YMR242C
YGR284C	YPL218W
YFR032C-A	YNL255C
YGL180W	YLR265C
YGL111W	YPR143W
YLL013C	YOL128C
YBR098W	YHR016C
YLR117C	YPR152C
YGR092W	YJR142W
YDR167W	YER164W
YHL023C	YNL307C
YGR060W	YML075C
YCL037C	YGL178W
YEL034W	YJR047C
YLL039C	YMR183C
YHR179W	YMR106C
YHR135C	YHR156C
YJR144W	YMR137C
YAL016W	YHR135C
YIL113W	YKL161C
YJR132W	YPR093C
YAR019C	YCR091W
YNL238W	YPL076W
YJR009C	YML065W
YOL034W	YOR284W
YGL180W	YMR140W
YOL137W	YPL240C
YBL079W	YPR080W
YGR029W	YLR424W
YLR332W	YNL283C
YHR128W	YOR117W
YHR087W	YNL255C
YBL072C	YNL255C
YGR275W	YKR008W
YJR123W	YKL180W
YER036C	YLR249W
YNR033W	YOL045W
YHR001W	YOR273C
YCL037C	YIR010W
YFR014C	YNL021W
YDL101C	YPL177C
YBL045C	YFR004W
YER155C	YPL240C
YDR463W	YJR090C
YBR058C	YFR004W
YDR486C	YLR025W
YLR085C	YPL235W
YIL027C	YMR112C
YGL256W	YNL307C
YGL179C	YJR092W
YER186C	YMR117C
YKL060C	YOL135C
YLR075W	YMR194W
YBR142W	YHR052W
YBR251W	YER155C
YDR100W	YPL100W
YGL147C	YKL180W
YFR028C	YIL075C
YBR105C	YPR010C
YDR174W	YLR455W
YNL112W	YPR152C
YBR189W	YNL207W
YGL180W	YLR125W
YDR335W	YPR010C
YBR063C	YDR369C
YIL062C	YNL243W
YFL038C	YLR268W
YDL150W	YNL151C
YCR030C	YIL095W
YCR086W	YDR335W
YMR194W	YNL124W
YKR008W	YMR125W
YGR017W	YNL255C
YDR388W	YJR043C
YCL024W	YJL187C
YBL031W	YLR293C
YFR004W	YJR094W-A
YGR082W	YML086C
YBR106W	YGL051W
YGL021W	YLL015W
YDL150W	YIR010W
YIL068C	YJL085W
YFL033C	YOL081W
YDL015C	YGR060W
YHR165C	YKL152C
YDR374C	YIL051C
YDR169C	YFR014C
YDL207W	YDR172W
YFR004W	YLL045C
YBR194W	YLL026W
YDR032C	YDR369C
YDR207C	YMR263W
YLR276C	YMR049C
YDR171W	YFR028C
YFL014W	YNL312W
YGL158W	YHR104W
YLR070C	YPL240C
YDL239C	YDR520C
YDL137W	YER122C
YDL060W	YOL041C
YLL039C	YOR329C
YFR010W	YJR066W
YGR229C	YPL240C
YIL035C	YPL181W
YAR002W	YPR152C
YER036C	YOR117W
YBR189W	YBR194W
YBR191W	YJR123W
YCL025C	YDL212W
YFR004W	YFR044C
YGL031C	YLR342W
YHR135C	YNL207W
YFR014C	YFR033C
YLL024C	YLL039C
YIL033C	YKL166C
YDL060W	YML010W
YGL158W	YGL245W
YLR022C	YOR063W
YDR484W	YKR020W
YBR109C	YEL034W
YGL187C	YGR112W
YER054C	YKL166C
YJL151C	YMR152W
YNL307C	YOR335C
YKL182W	YML100W
YBR191W	YKL180W
YDL031W	YML010W
YDR468C	YGL095C
YFL034W	YHL019C
YBL072C	YCL011C
YLL039C	YLR377C
YFL037W	YHR128W
YLL045C	YLR075W
YHR016C	YPR081C
YBR105C	YGR054W
YMR242C	YOR204W
YKL054C	YKL117W
YGL212W	YNL263C
YML064C	YNL255C
YDL204W	YER118C
YGR085C	YNL255C
YDL175C	YIL079C
YER022W	YPR187W
YBL007C	YKR030W
YDL207W	YER105C
YHR007C	YJR117W
YBR018C	YGL180W
YIL095W	YPR160W
YGR085C	YOR204W
YKL182W	YLR044C
YBR106W	YNR055C
YGR097W	YNL025C
YHR135C	YPL181W
YGR048W	YKL020C
YGL116W	YPL004C
YFR031C-A	YNL096C
YCL025C	YIL016W
YJL084C	YLL039C
YDR169C	YPR080W
YGR281W	YHR007C
YKL180W	YOR063W
YDR482C	YER146W
YLL023C	YMR215W
YER171W	YGR258C
YDR430C	YNL255C
YLL039C	YOR348C
YNL209W	YOR133W
YBR114W	YMR315W
YDR130C	YNL062C
YCR073C	YJL089W
YER035W	YOL149W
YGL011C	YGR135W
YBL076C	YBR058C
YDR388W	YFR004W
YOR319W	YPR152C
YHR195W	YLL039C
YCR086W	YKR068C
YDR240C	YLR423C
YBL072C	YJR002W
YFL037W	YJR132W
YJL070C	YML035C
YJL138C	YMR083W
YDR130C	YOR204W
YDR260C	YEL060C
YMR106C	YMR108W
YKR068C	YML077W
YBR054W	YLL039C
YHR007C	YKL201C
YNL229C	YNL307C
YEL056W	YGR104C
YJR123W	YML065W
YEL051W	YGL006W
YBL003C	YOL054W
YDR091C	YKL009W
YNL209W	YPR045C
YBR107C	YIR010W
YLL039C	YOR326W
YEL054C	YML065W
YBR109C	YIL095W
YAL053W	YDR497C
YBR079C	YER036C
YFR013W	YNR047W
YDL006W	YPL180W
YPL151C	YPR182W
YEL002C	YLR350W
YDR176W	YER165W
YHR169W	YIR010W
YKR007W	YML121W
YGL104C	YHR114W
YJR014W	YKL166C
YCR084C	YGL025C
YAL009W	YDR211W
YDR001C	YLL039C
YIL075C	YMR314W
YHR094C	YLL006W
YIL034C	YIL062C
YBR112C	YPL177C
YGL179C	YIL156W
YML032C	YPL240C
YKL006W	YML065W
YLR439W	YML065W
YGL112C	YMR227C
YBL003C	YPL032C
YDR334W	YOL012C
YCL059C	YMR093W
YDR176W	YLR423C
YBR137W	YOL111C
YDL060W	YNR054C
YNL075W	YNL255C
YGR052W	YIL045W
YGR092W	YKL140W
YNL206C	YNL255C
YGR185C	YNL255C
YDR224C	YPR019W
YNL209W	YOR081C
YEL051W	YMR106C
YPL240C	YPR128C
YDR412W	YKR081C
YDR434W	YHR188C
YGR092W	YJL098W
YDR176W	YOR023C
YJL036W	YPL201C
YLR117C	YMR125W
YDR036C	YJR101W
YKR081C	YNR053C
YER172C	YNR053C
YBR058C	YDR388W
YDR342C	YJR066W
YMR142C	YNL069C
YCL014W	YHR135C
YDL101C	YHR135C
YAL027W	YLR429W
YGL212W	YPL232W
YBL050W	YGL098W
YJL140W	YPR093C
YJL187C	YOR123C
YMR043W	YMR227C
YBR189W	YLR441C
YGL116W	YMR179W
YDR374C	YOR231W
YBR059C	YNL027W
YBR112C	YNL330C
YBR079C	YOR052C
YDR331W	YOL003C
YDR188W	YHR119W
YBR267W	YMR242C
YAL055W	YDL065C
YGR113W	YLR424W
YDR412W	YPL125W
YJL187C	YPR119W
YBR247C	YMR093W
YDR012W	YDR471W
YKL129C	YOR047C
YIL075C	YKL145W
YDL115C	YMR291W
YLR143W	YMR170C
YJR002W	YPL240C
YLR153C	YOL013C
YFR031C-A	YNL069C
YCL014W	YFR028C
YDR006C	YFR028C
YDR380W	YLL039C
YDL064W	YMR117C
YAL068C	YGL158W
YER165W	YML010W
YML127W	YPR034W
YIR010W	YOR039W
YAR042W	YDR100W
YGL092W	YOR098C
YDL002C	YJR112W
YGL017W	YNL157W
YFR014C	YHR112C
YDR388W	YGL090W
YBL052C	YNL255C
YGL006W	YLL039C
YLR259C	YML065W
YFR004W	YOR204W
YLR346C	YNL255C
YMR031C	YPL004C
YML069W	YPR052C
YJR119C	YLL039C
YDL020C	YMR100W
YLL039C	YNL305C
YIL016W	YNL154C
YFR004W	YPR035W
YDR167W	YGR252W
YLL014W	YML029W
YDR012W	YOL120C
YLL039C	YLR058C
YNL162W	YNL255C
YDR412W	YNL002C
YDL060W	YDR224C
YKR092C	YNL112W
YER148W	YOL148C
YGR027C	YNL255C
YCR014C	YKL145W
YGR120C	YJL036W
YGL090W	YLR424W
YKL012W	YPR182W
YLR131C	YMR308C
YFR004W	YOR234C
YJR123W	YJR145C
YLL039C	YPL218W
YDL075W	YNL096C
YEL026W	YER172C
YDR496C	YHR052W
YBR253W	YGL025C
YGR195W	YLL039C
YLR293C	YOR160W
YGR135W	YOR261C
YGL201C	YLR233C
YOR117W	YPL218W
YCL025C	YCL027W
YIL035C	YKR022C
YAL005C	YLL024C
YBR264C	YNL044W
YGL025C	YLR071C
YBL002W	YMR223W
YDR364C	YLR117C
YKR086W	YLL036C
YOR117W	YOR261C
YFL023W	YIL045W
YAL003W	YNL255C
YKR092C	YOR267C
YGL070C	YGR186W
YDL208W	YGR280C
YER162C	YKL159C
YBR207W	YDR284C
YLL045C	YPR143W
YGL190C	YNL154C
YNL183C	YPL077C
YDR006C	YLL039C
YPL125W	YPR160W
YJL107C	YJL138C
YER148W	YLR182W
YDR471W	YGR130C
YBL050W	YNL255C
YJL130C	YPR152C
YDR378C	YDR482C
YBR142W	YHR216W
YGL127C	YOR047C
YDL087C	YLR298C
YOL029C	YPL240C
YIL109C	YKL068W
YAL024C	YML064C
YCR030C	YOR181W
YMR227C	YNL255C
YAL038W	YHR169W
YDL209C	YKR086W
YBR031W	YDR471W
YGL171W	YMR093W
YFR031C-A	YOL120C
YML065W	YNL069C
YDR229W	YOR181W
YDL075W	YLR075W
YER148W	YGR056W
YDR135C	YOR233W
YFR004W	YOR042W
YDL047W	YDR188W
YBL051C	YPL240C
YLR342W	YNL307C
YBR059C	YMR297W
YFR014C	YGL205W
YJR121W	YML065W
YDR364C	YLR424W
YIR033W	YNL263C
YBR191W	YGL147C
YDR177W	YPR103W
YDR429C	YLR192C
YJL011C	YPR055W
YDL031W	YLR029C
YDR388W	YDR416W
YBR194W	YGL031C
YGR234W	YNL085W
YLL036C	YLR441C
YGL111W	YOR005C
YAL053W	YNL283C
YEL061C	YLR454W
YJL069C	YMR229C
YHR174W	YPR152C
YMR026C	YOL147C
YDR411C	YDR479C
YBR059C	YMR004W
YJL019W	YPR018W
YDL015C	YPL264C
YAL047C	YLR212C
YDR194C	YDR365C
YLR018C	YLR249W
YOR267C	YPR160W
YFR004W	YGR200C
YBR167C	YNL246W
YMR072W	YOR374W
YIL091C	YMR216C
YHR135C	YOL153C
YLL019C	YLR044C
YBR082C	YOR294W
YKL065C	YKL212W
YCL056C	YNL255C
YLR259C	YPL240C
YBL072C	YLR075W
YJL057C	YNL113W
YBR253W	YLR071C
YLR387C	YOR063W
YJL088W	YOR117W
YBR189W	YLR186W
YDR171W	YML065W
YBR193C	YBR253W
YDR247W	YNL295W
YER032W	YLR144C
YDR012W	YOL041C
YDR137W	YLR039C
YDR243C	YLR117C
YDL012C	YOR355W
YML049C	YMR117C
YLL036C	YMR125W
YAR002W	YLL039C
YJL084C	YPR029C
YAR007C	YCR012W
YJR123W	YOR361C
YDR258C	YLR380W
YBR189W	YLL045C
YLL036C	YLR016C
YBR109C	YFR014C
YFR014C	YNR033W
YBL003C	YLR449W
YBL002W	YLR442C
YPL018W	YPR018W
YDR496C	YHR197W
YDR062W	YLR342W
YGR229C	YLR332W
YDR388W	YOR329C
YKL166C	YNL227C
YML049C	YMR125W
YML111W	YOR201C
YER172C	YGR278W
YBL072C	YLR029C
YGR097W	YNL307C
YEL051W	YKR026C
YFL024C	YGL158W
YBL007C	YBR250W
YAL005C	YDR390C
YGL058W	YNL255C
YGR054W	YML010W
YLR438C-A	YOL149W
YCL037C	YNL251C
YHR187W	YKL110C
YDL044C	YMR083W
YDR330W	YOL133W
YLR423C	YPL240C
YNL207W	YOR204W
YMR105C	YMR199W
YEL051W	YJL036W
YHR190W	YLL039C
YFR004W	YOL040C
YHR135C	YNL116W
YIL107C	YPL026C
YGL025C	YHR058C
YDR364C	YDR416W
YER089C	YLL039C
YGR214W	YOR361C
YML056C	YOR360C
YHR087W	YIL162W
YGR056W	YMR106C
YCR021C	YLR138W
YKL180W	YMR086W
YGR080W	YNL138W
YBR063C	YHL007C
YBR121C	YLR427W
YGL179C	YMR205C
YHR094C	YLL039C
YAL024C	YCL040W
YKL006W	YNL124W
YAL024C	YIL033C
YHL022C	YLR329W
YDR392W	YEL009C
YKL114C	YKL164C
YDR404C	YNL251C
YBR214W	YDL047W
YOL120C	YPL240C
YBR200W	YGL233W
YDR188W	YHR174W
YLR264W	YOR361C
YKL185W	YPL181W
YJL039C	YKL068W
YGR192C	YKL129C
YLR071C	YMR112C
YCR004C	YDL101C
YLL039C	YLR345W
YLR357W	YPR034W
YOR036W	YPL240C
YBR154C	YML065W
YAR002W	YGL086W
YAL024C	YJR123W
YER165W	YPR080W
YGR274C	YJR140C
YFL038C	YML086C
YMR236W	YPL047W
YIR008C	YNL262W
YLR268W	YPL218W
YBR194W	YMR146C
YER171W	YOR142W
YDR479C	YLL039C
YJL187C	YKL160W
YGL158W	YKR048C
YNL227C	YPL026C
YML020W	YMR106C
YDL074C	YPR080W
YIR006C	YNL243W
YOL148C	YPL047W
YBR133C	YGL187C
YDR414C	YGR284C
YKR086W	YPL151C
YLR025W	YPR173C
YDR323C	YMR231W
YBR183W	YNL169C
YIR007W	YMR205C
YCR063W	YER172C
YGR134W	YPL268W
YDR117C	YOR204W
YFL005W	YFR004W
YBL037W	YKR026C
YGL180W	YOL091W
YDR174W	YLR022C
YBR189W	YBR247C
YCL027W	YLR330W
YJL025W	YOR284W
YDL019C	YGR092W
YHR086W	YPR182W
YPR081C	YPR154W
YHR196W	YLL026W
YCR086W	YOR281C
YBR142W	YGL111W
YBR128C	YPL240C
YEL017C-A	YGR284C
YLR125W	YMR030W
YLL039C	YOR254C
YLR449W	YOR340C
YAR027W	YGL104C
YIL084C	YML065W
YDR100W	YHR094C
YGL238W	YGR214W
YNL255C	YPR086W
YKL145W	YPR080W
YAL027W	YBR196C
YBR264C	YJL187C
YCR088W	YDR523C
YBL050W	YOL018C
YBR106W	YLL061W
YBR097W	YLL039C
YDL115C	YJL187C
YHR092C	YJR066W
YLR085C	YLR399C
YDR388W	YLR429W
YER148W	YPR034W
YLR287C	YML029W
YBR101C	YPR154W
YGL233W	YJL085W
YKL095W	YLR424W
YLR249W	YOR267C
YLL039C	YLR034C
YFR004W	YGL206C
YJL098W	YPL049C
YDR244W	YDR265W
YKL135C	YPR010C
YBR194W	YMR240C
YBR072W	YLL024C
YBR079C	YPL237W
YJR132W	YOR098C
YGR284C	YMR215W
YER105C	YMR129W
YGR136W	YOR181W
YDL124W	YKL185W
YER171W	YFR009W
YNL065W	YPL240C
YDR293C	YGR092W
YHL011C	YOL061W
YFR014C	YLL024C
YHL035C	YHR114W
YHR165C	YML049C
YLR048W	YPR035W
YGL200C	YMR307W
YDL014W	YGR085C
YAR027W	YPR128C
YBR078W	YJR066W
YGR120C	YLR423C
YHR079C	YMR165C
YBR082C	YDR529C
YER164W	YLL039C
YDL130W	YDR251W
YDR167W	YGL158W
YGL059W	YMR165C
YKL145W	YPL248C
YDR006C	YFR004W
YKL207W	YKR076W
YCL008C	YNL154C
YFR014C	YGR135W
YGR129W	YLR117C
YGL051W	YOR267C
YDR224C	YML065W
YGR200C	YKL110C
YLR268W	YNL258C
YLL039C	YLR047C
YOR361C	YPR152C
YBR191W	YLR287C-A
YDL065C	YMR026C
YGR060W	YJR117W
YDR405W	YKR006C
YHL011C	YOR090C
YBR155W	YHR135C
YDR404C	YLR071C
YMR093W	YNL075W
YBR154C	YER022W
YER173W	YPL178W
YDR170C	YJR077C
YHR114W	YMR162C
YNL020C	YNL272C
YGL198W	YNL304W
YDL207W	YEL024W
YBL007C	YDL203C
YBR080C	YOR036W
YGL180W	YHR081W
YBL042C	YPL058C
YBR234C	YNL243W
YDR479C	YJL097W
YDR453C	YGR185C
YBL072C	YGR054W
YCR066W	YNL312W
YHR179W	YLL060C
YBR106W	YGL200C
YMR140W	YNL154C
YGL158W	YHL003C
YGL025C	YNR010W
YFR014C	YGL023C
YFL002C	YHR052W
YGR130C	YPL004C
YGR155W	YML064C
YBL061C	YJL187C
YGL105W	YOR017W
YJR090C	YOR344C
YGL147C	YGR085C
YJR112W	YPL233W
YDR482C	YMR240C
YCR017C	YGR052W
YFL037W	YKL010C
YAL016W	YFR004W
YCL052C	YLR268W
YGL095C	YOL018C
YLR083C	YPL264C
YFR001W	YOR267C
YEL032W	YFR028C
YBR247C	YJR002W
YAL060W	YLL039C
YMR314W	YOR259C
YDR392W	YPL047W
YHR135C	YOR123C
YHR058C	YOL135C
YML064C	YPL111W
YHR174W	YLR044C
YHR007C	YMR123W
YML069W	YOL054W
YGR268C	YNL255C
YGL201C	YML069W
YJR148W	YLL039C
YBR082C	YPL269W
YBR087W	YDR229W
YBL076C	YNL255C
YBR020W	YCL011C
YIL149C	YNL225C
YNL209W	YOR197W
YBR106W	YGL104C
YBR079C	YNL255C
YGR116W	YML069W
YDL014W	YLR186W
YHR161C	YIR006C
YML065W	YOR063W
YML010W	YMR061W
YFR028C	YNL225C
YIL027C	YLR350W
YDR172W	YMR186W
YNL330C	YOR083W
YBL003C	YIL026C
YBR109C	YLR356W
YDL160C	YGL178W
YFL033C	YNL157W
YAL005C	YJR140C
YLR424W	YMR125W
YLR287C-A	YLR448W
YGR104C	YNR010W
YDL014W	YLL011W
YLL024C	YPL181W
YFL017C	YLR438C-A
YDR130C	YNL209W
YBR154C	YLR071C
YGR186W	YKL028W
YBL064C	YHR079C
YHR114W	YKR030W
YER146W	YLR117C
YAR019C	YDL101C
YNR053C	YOL120C
YOR361C	YPR086W
YJL166W	YLL039C
YGR120C	YNL086W
YGL092W	YLR208W
YDR001C	YPL216W
YML091C	YMR036C
YER148W	YPL011C
YBL072C	YNL096C
YIL142W	YOR281C
YFR004W	YGL078C
YMR165C	YOL016C
YEL056W	YHR118C
YGL005C	YNL041C
YBR109C	YKL175W
YER166W	YIR006C
YDR171W	YPR035W
YDL047W	YKL080W
YKR081C	YLR276C
YDR335W	YHR196W
YGR275W	YJR094W-A
YDR293C	YPR152C
YDL190C	YJL030W
YDR227W	YNL206C
YML010W	YPR187W
YLL039C	YLR454W
YBR041W	YJR009C
YBR106W	YJR015W
YKL135C	YPR102C
YDR452W	YNL255C
YDR188W	YOR230W
YCL059C	YLR186W
YFL039C	YFR004W
YDR153C	YGL206C
YDL167C	YPR080W
YCR042C	YPL011C
YKL212W	YML029W
YER012W	YLL054C
YNL225C	YNL255C
YDL239C	YPL240C
YGL127C	YGL158W
YJL098W	YNL076W
YEL039C	YGR029W
YKL145W	YNL255C
YGR060W	YHR007C
YMR109W	YNL307C
YGL059W	YOR134W
YDL239C	YNL225C
YDR158W	YOR117W
YGR278W	YKL095W
YER122C	YLR268W
YDR150W	YJR112W
YNL255C	YOL002C
YDR330W	YHL007C
YDR059C	YPR103W
YBR109C	YER023W
YCL059C	YLL011W
YMR242C	YNL002C
YCR073W-A	YER064C
YER118C	YOR127W
YHR196W	YML065W
YER165W	YPL178W
YLL015W	YLL039C
YLR039C	YOR361C
YLL039C	YNL263C
YKL144C	YKR025W
YGL112C	YMR223W
YDR167W	YGL025C
YDR026C	YNL154C
YFR028C	YOR191W
YGL223C	YNL041C
YAL010C	YLL006W
YBR200W	YGL212W
YLR355C	YOR117W
YKL161C	YPL049C
YEL031W	YMR215W
YDL075W	YGL014W
YDR171W	YDR430C
YDL209C	YGR129W
YNL209W	YOL006C
YHR058C	YPL248C
YAR007C	YEL030W
YER157W	YGR120C
YGR274C	YKL117W
YLL039C	YLR268W
YDR414C	YGR199W
YFL005W	YOR070C
YAR002W	YJL039C
YHR165C	YMR176W
YFL033C	YOR380W
YBR079C	YPR041W
YKL161C	YNL027W
YDL075W	YFR032C-A
YNL255C	YOR369C
YDR152W	YNL154C
YMR068W	YOR181W
YIL130W	YIR010W
YIL085C	YJL019W
YAL042W	YML130C
YDR388W	YJR139C
YDR142C	YMR095C
YER012W	YGL026C
YDL014W	YPL066W
YLL039C	YOL145C
YDR224C	YOL012C
YBR176W	YOR119C
YAR007C	YDR335W
YFR004W	YOL109W
YGL145W	YNL258C
YDL031W	YNL002C
YDL047W	YOL018C
YDR471W	YFR031C-A
YML051W	YMR223W
YGL212W	YJR040W
YFL002C	YLL045C
YGL179C	YGR167W
YGL105W	YGR092W
YDR170C	YFR044C
YHR069C	YOR076C
YDR427W	YOR294W
YDL019C	YPL026C
YGL112C	YLR399C
YBR273C	YDL190C
YDL116W	YLR029C
YJL084C	YOR348C
YAL034C	YNL307C
YIL125W	YLL039C
YHR079C	YHR114W
YLL039C	YPR091C
YDL083C	YLL036C
YJR009C	YLR027C
YDL015C	YKL065C
YJR053W	YKL048C
YDR174W	YKR092C
YOL006C	YPR019W
YDR258C	YOR117W
YJR076C	YNL307C
YBL039C	YJL030W
YDR407C	YKR068C
YLR427W	YOL041C
YIR010W	YML010W
YHR099W	YMR227C
YDR434W	YIR033W
YBL093C	YDR308C
YMR049C	YPR008W
YHR196W	YNL255C
YGR252W	YHR099W
YGL079W	YGL180W
YDL031W	YIL035C
YOR290C	YPL248C
YDR468C	YJL029C
YDL212W	YEL002C
YDR172W	YNL243W
YIR010W	YPL105C
YDR265W	YOL147C
YDL075W	YLL045C
YLL039C	YOR223W
YKL065C	YLR034C
YJL069C	YKR096W
YGR278W	YOR361C
YIL033C	YOL128C
YBL016W	YNL136W
YNL262W	YNL299W
YDL083C	YOL127W
YLL039C	YLR320W
YAL054C	YLL039C
YNL002C	YOR063W
YGR142W	YOL018C
YGR180C	YOR230W
YIL095W	YLR342W
YHR185C	YJL057C
YDR118W	YNL172W
YGR136W	YLL039C
YDR359C	YGL158W
YDL101C	YDR214W
YDR540C	YHR135C
YGR110W	YHR114W
YGL194C	YHR119W
YKL159C	YKL190W
YMR125W	YOR159C
YLR353W	YOR301W
YBR200W	YNR047W
YLR466W	YNL255C
YDR356W	YFR028C
YMR125W	YOR204W
YDR501W	YOR273C
YCL025C	YPL227C
YLL039C	YML010W
YBL016W	YMR186W
YBR106W	YLR350W
YAL048C	YLL039C
YML065W	YNL209W
YDR172W	YOL149W
YBL003C	YJL081C
YAR007C	YBL023C
YDL014W	YMR093W
YLR268W	YOR037W
YKL010C	YLL036C
YNL255C	YOR167C
YBR196C	YLR044C
YDR002W	YMR235C
YAL005C	YBL023C
YNL002C	YPR115W
YER012W	YLR199C
YFR052W	YIR011C
YKL028W	YNR029C
YDL030W	YLR424W
YCL025C	YGR060W
YMR229C	YOR233W
YDR496C	YLL045C
YJL078C	YOR153W
YDR388W	YER116C
YDR093W	YJR066W
YMR146C	YPL105C
YGR130C	YGR177C
YDR130C	YLR448W
YJR066W	YOR326W
YLL039C	YML049C
YGR067C	YPL240C
YDR270W	YNL259C
YDL160C	YMR106C
YKL145W	YLL039C
YBL011W	YHL007C
YJL225C	YNL255C
YGR052W	YJL105W
YDL014W	YLL045C
YHR023W	YLR423C
YFR004W	YNL281W
YJR123W	YLR029C
YIL011W	YMR201C
YMR162C	YPR154W
YLL039C	YOR042W
YDL156W	YLR116W
YHR016C	YLR426W
YBR059C	YGL059W
YLL039C	YMR115W
YAR027W	YJR040W
YFR004W	YMR027W
YGL014W	YOL040C
YDR224C	YOL054W
YLL045C	YNL301C
YGR207C	YOR018W
YCL024W	YKR048C
YGR274C	YPR052C
YHL007C	YOL112W
YER158C	YMR168C
YML064C	YMR246W
YEL009C	YMR236W
YDR479C	YLR036C
YLR355C	YLR442C
YGR129W	YKR022C
YKL129C	YNL255C
YDL207W	YMR129W
YJL034W	YJL052W
YDL083C	YLR029C
YBR085W	YGL237C
YDR411C	YLR207W
YCL024W	YNL206C
YIL149C	YLL015W
YJL069C	YOR059C
YBR273C	YDR411C
YDR378C	YML049C
YMR142C	YNL301C
YBR105C	YNL085W
YBR109C	YGL141W
YKL135C	YPL240C
YKL012W	YML049C
YER044C	YML008C
YBL007C	YHR135C
YDR388W	YFL039C
YGL043W	YGR186W
YBR194W	YJR121W
YGL234W	YOR090C
YJR077C	YLL039C
YIL071C	YNL209W
YJL069C	YMR093W
YNL209W	YOR128C
YKL095W	YMR125W
YBL007C	YDR172W
YDR176W	YPL181W
YHR097C	YLL039C
YNL113W	YNL255C
YLR293C	YPL125W
YBR251W	YDR124W
YER171W	YPL122C
YLR455W	YMR229C
YLL039C	YMR061W
YFR004W	YMR308C
YGL190C	YMR036C
YJL098W	YOR187W
YBR106W	YBR287W
YNL307C	YPR115W
YFR004W	YLR293C
YDR285W	YMR117C
YNL096C	YOR361C
YDR130C	YLR029C
YLR073C	YPL084W
YDR227W	YFL045C
YDL160C	YGR054W
YFL038C	YNL044W
YDR330W	YJL187C
YBL016W	YGR200C
